business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,scope,types,user_ratings_total,vicinity,opening_hours,photos,plus_code,permanently_closed
OPERATIONAL,"{'location': {'lat': -6.2164896, 'lng': 106.834699}, 'viewport': {'northeast': {'lat': -6.215143470107277, 'lng': 106.8360998298927}, 'southwest': {'lat': -6.217843129892721, 'lng': 106.8334001701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/movie_pinlet,Epicentrum XXI,ChIJgwj8-An0aS4Rga0LmHVp5sA,4.6,ChIJgwj8-An0aS4Rga0LmHVp5sA,GOOGLE,"['movie_theater', 'point_of_interest', 'establishment']",7615,"Jl. H. R. Rasuna Said, RT.2/RW.5, Karet Kuningan, Kota Jakarta Selatan",,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111486383927430089326"">A Google User</a>'], 'photo_reference': 'AZose0kdM271hPggwOYGV_v5Y-Nq1y5JrBG8Rf4NyXOdyJbNjz2VOufAthvIw_X0g6pGTQt4xijPBHcdrMFym8qGX4VsmUYTqjS91aWe7kVOvM1lg7u-suX_BkcMQt5ijWRK0HDA7AFsyFsgpnr0DSxCpGG9LXVz5vuMDOoqS9hcxSe8snHq', 'width': 4000}]","{'compound_code': 'QRMM+CV Karet Kuningan, South Jakarta City, Jakarta', 'global_code': '6P58QRMM+CV'}",
OPERATIONAL,"{'location': {'lat': -6.231921799999999, 'lng': 106.817354}, 'viewport': {'northeast': {'lat': -6.230605270107277, 'lng': 106.8186946298927}, 'southwest': {'lat': -6.233304929892721, 'lng': 106.8159949701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampoeng Djoeang Satriamandala,ChIJqUjvYrPxaS4RYRh-2SfAOn4,5.0,ChIJqUjvYrPxaS4RYRh-2SfAOn4,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",8,"Jl. Gatot Subroto No.14, RT.6/RW.1, Kuningan Bar., Kota Jakarta Selatan",{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104557591712650562845"">A Google User</a>'], 'photo_reference': 'AZose0kEvBIBOUpEXroKFc-FIAv6lqXllAJpvGLMsrgF6XFpA-ImmcVJ9m38up_KT6f8TkuUL4lnyPGg8B8SV56XJFhULcHbuWuebSx2GdjL22CL43otcBaA4U-SaTJMxkb7qyQF9YrCcYP8dR_vuWHuJ1oY-sT-s_0bGY0cqN5QewS9fwAO', 'width': 4000}]","{'compound_code': 'QR98+6W West Kuningan, South Jakarta City, Jakarta', 'global_code': '6P58QR98+6W'}",
OPERATIONAL,"{'location': {'lat': -6.2278997, 'lng': 106.8273453}, 'viewport': {'northeast': {'lat': -6.226547470107278, 'lng': 106.8286971798927}, 'southwest': {'lat': -6.229247129892721, 'lng': 106.8259975201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,savannah goirga,ChIJ2R5nsD7zaS4ROA-R2u85N88,5.0,ChIJ2R5nsD7zaS4ROA-R2u85N88,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"QRCG+RWX, RT.5/RW.2, Kuningan, East Kuningan, South Jakarta City",,,,
OPERATIONAL,"{'location': {'lat': -6.2284736, 'lng': 106.8277552}, 'viewport': {'northeast': {'lat': -6.227127970107278, 'lng': 106.8290827298927}, 'southwest': {'lat': -6.229827629892722, 'lng': 106.8263830701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,LATAR,ChIJHbe-DeXzaS4RyZVNmWOrigw,4.3,ChIJHbe-DeXzaS4RyZVNmWOrigw,GOOGLE,"['art_gallery', 'point_of_interest', 'establishment']",15,"Jl. DR. Ide Anak Agung Gde Agung No.5, RT.5/RW.2, Kuningan, Kuningan Tim., Kota Jakarta Selatan",{'open_now': True},"[{'height': 1024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104730267050340797170"">A Google User</a>'], 'photo_reference': 'AZose0muNNsuH-l5b_TOEd48Czf8FPsdKNTCP45B9ajDay_Lb5X-rmHjXtB4IIN6ZkZcFTVp5aO0tcKYpL2KP0pAGyHPOqCa7k9s-m7ylArU9ou-PVQhrS09e8ceAWuUi1kHMxVQvLBGInFTKEaorjC_H3-3J2_NzH3JvvUgiqPq4K5lZABL', 'width': 3742}]","{'compound_code': 'QRCH+J3 East Kuningan, South Jakarta City, Jakarta', 'global_code': '6P58QRCH+J3'}",
OPERATIONAL,"{'location': {'lat': -6.2318286, 'lng': 106.8189439}, 'viewport': {'northeast': {'lat': -6.229270949999999, 'lng': 106.8209523798927}, 'southwest': {'lat': -6.23268115, 'lng': 106.8182527201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Satriamandala Museum,ChIJn0sJbeLzaS4RchXzO2jvnHI,4.6,ChIJn0sJbeLzaS4RchXzO2jvnHI,GOOGLE,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",7279,"Jl. Gatot Subroto No.14, RW.1, Kuningan Bar., Kota Jakarta Selatan",{'open_now': True},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106848348846867581798"">Caesar Raka</a>'], 'photo_reference': 'AZose0muegWbhwHNhyoTLrtfFbwgO0ZgrKrtbEVZBsGJCTuDvz3T2hfbL_-cMtRUahho15uHrdjjs6qN7wZKZUrQLszYJwNjue3zJ5ILnaYqEBuNPilHzR_yun2oYBDb-DrULQ21WIwS1j62otv2VkIom-3VguU-h5JoFXf65bNEylI-nYeP', 'width': 3264}]","{'compound_code': 'QR99+7H West Kuningan, South Jakarta City, Jakarta', 'global_code': '6P58QR99+7H'}",
OPERATIONAL,"{'location': {'lat': -6.2314022, 'lng': 106.8200846}, 'viewport': {'northeast': {'lat': -6.230004470107279, 'lng': 106.8215058298927}, 'southwest': {'lat': -6.232704129892722, 'lng': 106.8188061701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Pusat Sejarah Markas Besar TNI,ChIJu60IOOLzaS4RGdKI8zK1hoY,4.7,ChIJu60IOOLzaS4RGdKI8zK1hoY,GOOGLE,"['museum', 'point_of_interest', 'establishment']",73,"Jl. Gatot Subroto No.16, RW.1, Kuningan Bar., Kota Jakarta Selatan",{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102347977651568641808"">A Google User</a>'], 'photo_reference': 'AZose0mVktf0LBvxrIrhgOfKBfcnJ9lB6Vaqyxfp-lbI0ltk2cubjs0aE6nhZrbdmzGDgO2Rt1NuZYGtPipo9GQtVMNquKMYPWEehsHoNVV9ixPXMGAQjOQtkA5O2MIA1kAwGvcUTlTf1PAwTuyuY54k7IQdtylDB3LdVwLuzZqKMeu8DcWl', 'width': 4000}]","{'compound_code': 'QR9C+C2 West Kuningan, South Jakarta City, Jakarta', 'global_code': '6P58QR9C+C2'}",
OPERATIONAL,"{'location': {'lat': -6.2245503, 'lng': 106.8292824}, 'viewport': {'northeast': {'lat': -6.223324670107278, 'lng': 106.8305113298927}, 'southwest': {'lat': -6.226024329892723, 'lng': 106.8278116701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/movie_pinlet,Kuningan City XXI,ChIJRW_3jv7zaS4R1xbOgkZ4Sn8,4.6,ChIJRW_3jv7zaS4R1xbOgkZ4Sn8,GOOGLE,"['movie_theater', 'point_of_interest', 'establishment']",5413,"Jl. Prof. DR. Satrio No.18, RT.7/RW.4, Kuningan, Karet Kuningan, Kota Jakarta Selatan",,"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110494927009797460987"">Rizki Pratama</a>'], 'photo_reference': 'AZose0lIs4LGxjnhQ_cG01bfivszV0gH6Igh8IJX0llDFiOCC_I0ovl6h2SWQ2GgnEws_LQmYllJ-U2su0O3pbAG8rzQhW_dwBKGgbSpjdSd2eBzTdvnE5xInlHpJgYPfUaGFZPla4jBDgcYTvqcPV1wiBjnCkmkyjWgD92yH6pVGVNf12Nn', 'width': 4032}]","{'compound_code': 'QRGH+5P Karet Kuningan, South Jakarta City, Jakarta', 'global_code': '6P58QRGH+5P'}",
OPERATIONAL,"{'location': {'lat': -6.242952499999999, 'lng': 106.8339702}, 'viewport': {'northeast': {'lat': -6.241613320107278, 'lng': 106.8353482798927}, 'southwest': {'lat': -6.244312979892721, 'lng': 106.8326486201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mini akuarium,ChIJWdHVJKTzaS4RmHTzRxagl4Y,5.0,ChIJWdHVJKTzaS4RmHTzRxagl4Y,GOOGLE,"['aquarium', 'point_of_interest', 'establishment']",1,"Jl. Tegal Parang Utara V, RT.4/RW.4, Mampang Prpt., Kota Jakarta Selatan",{'open_now': True},"[{'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105644824126583471610"">A Google User</a>'], 'photo_reference': 'AZose0mHOcfn84ywtGb6o5MNV4VVn9M7uRJ4Iwnxwybkv7dudP-mlMIw7qtYG_p7wCny5FyiScsoUBA_44RO1ChSl7DvgtO16lpkE7GeZ-_2jymADCYdHWWUlvlXqSU30j331zzALNenfqjIJnoDQqbqg6hCwXcjZBmtKNkCIfCS-44I7iQx', 'width': 1152}]","{'compound_code': 'QR4M+RH Mampang Prapatan, South Jakarta City, Jakarta', 'global_code': '6P58QR4M+RH'}",
OPERATIONAL,"{'location': {'lat': -6.267513, 'lng': 106.824107}, 'viewport': {'northeast': {'lat': -6.266183470107278, 'lng': 106.8254531298927}, 'southwest': {'lat': -6.268883129892722, 'lng': 106.8227534701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Museum di Tengah Kebun,ChIJSxh7RS_yaS4R16Fitt9Lc4Q,4.7,ChIJSxh7RS_yaS4R16Fitt9Lc4Q,GOOGLE,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",327,"Jl. Kemang Timur No.66, RT.7/RW.3, Bangka, Kota Jakarta Selatan",{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103694723775564133512"">Marsya Nisrina</a>'], 'photo_reference': 'AZose0l3-b7ouQ9l2rsnllX_mZ3A1Y4S9dwlDD2TMaFSPL-24a5Nf-1UD-iI1yxHF8sxpN5Pvl9vAPkxfPEfVDhL5z0DriywnoD6GRYLeMnJ1VfSFq_uXK_e1yAKVLAoB1xnwPIIiZ4KzOWvS6EklVMjgFQub_tt5rGq6VwZ8_znljg6vh5E', 'width': 4032}]","{'compound_code': 'PRJF+XJ Bangka, South Jakarta City, Jakarta', 'global_code': '6P58PRJF+XJ'}",
OPERATIONAL,"{'location': {'lat': -6.2694218, 'lng': 106.8171733}, 'viewport': {'northeast': {'lat': -6.268095970107277, 'lng': 106.8185175798927}, 'southwest': {'lat': -6.270795629892721, 'lng': 106.8158179201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bambu Spot Kemang,ChIJ6WZ3M9zxaS4Rfls7AIYRB70,5.0,ChIJ6WZ3M9zxaS4Rfls7AIYRB70,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"Jl. Kemang Selatan I D No.21, RT.2/RW.2, Bangka, Kota Jakarta Selatan",{},"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114612858160587983284"">kemas yulius</a>'], 'photo_reference': 'AZose0kUDTN0mBYWHKOYpSw7dQJHZIv_nBlopgM4-qZnjt3DlpX3Jczc1HuyG7Mn3uFs-GQ3uHgWTmljG0ZGFgTvCUelgBD-h06SOPLTjOvqHlE2uxH0OTZE9tm6qEuaLAfw50TwlUXShA9WchJrraU0Ib2YsEwfpoCyyUjGwymbAmG9IJSj', 'width': 4000}]","{'compound_code': 'PRJ8+6V Bangka, South Jakarta City, Jakarta', 'global_code': '6P58PRJ8+6V'}",
OPERATIONAL,"{'location': {'lat': -6.2537806, 'lng': 106.8145666}, 'viewport': {'northeast': {'lat': -6.252429970107277, 'lng': 106.8159257798927}, 'southwest': {'lat': -6.255129629892721, 'lng': 106.8132261201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,2madison Gallery,ChIJY7sdhH7xaS4ReIvdL5LE6XI,4.6,ChIJY7sdhH7xaS4ReIvdL5LE6XI,GOOGLE,"['art_gallery', 'cafe', 'food', 'point_of_interest', 'establishment']",76,"jl Bangka Raya no.20, Kemang, RT.2/RW.10, Pela Mampang, DKI Jakarta",{'open_now': True},"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117615692318430379044"">Deborah Sondang</a>'], 'photo_reference': 'AZose0mLaXJsufVaZR0k0SQSHfv3XXpWUOnisKjzpFf3PFa2sxRMf9sxULi8crsqyqdXCEPMBBYlHLnkNq7sH7FgVb2o4reBPHR4JeRRRrrGQ0x7bCDpa3xB3z3Hgk0fW-g6L1ClH_dhJ2HHedLX5qK2-8s4J6hCWmQE3rj16gd2pZ3YDXUC', 'width': 2560}]","{'compound_code': 'PRW7+FR Pela Mampang, South Jakarta City, Jakarta', 'global_code': '6P58PRW7+FR'}",
OPERATIONAL,"{'location': {'lat': -6.2605379, 'lng': 106.8152095}, 'viewport': {'northeast': {'lat': -6.259168170107279, 'lng': 106.8167064798927}, 'southwest': {'lat': -6.261867829892723, 'lng': 106.8140068201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hadiprana Art Centre,ChIJ9--7U4DxaS4R82OXMzWSoZs,4.6,ChIJ9--7U4DxaS4R82OXMzWSoZs,GOOGLE,"['art_gallery', 'point_of_interest', 'establishment']",295,"Mitra Hadiprana Boutique Mall, Jl. Kemang Raya No.30, RT.11/RW.5, Bangka, Kota Jakarta Selatan",{'open_now': True},"[{'height': 900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114612858160587983284"">kemas yulius</a>'], 'photo_reference': 'AZose0kvr1yWW0fjr2htZeGAZFoQz7jkxxs8_KQjd9dQkqkWx5EZMgNp_AwBS2v8dpeok861rgXrMUxzJBrdxo8OQzqM0QFptbqe_jWv_XFECHL1e8ENTH7kgEQu3OaF2kxE70jjvmtJR1LBxNpjG299YCUzzcKevqfpLzprLw7YqTBgy-zg', 'width': 1600}]","{'compound_code': 'PRQ8+Q3 Bangka, South Jakarta City, Jakarta', 'global_code': '6P58PRQ8+Q3'}",
CLOSED_TEMPORARILY,"{'location': {'lat': -6.2591797, 'lng': 106.8154931}, 'viewport': {'northeast': {'lat': -6.257847770107279, 'lng': 106.8167421298927}, 'southwest': {'lat': -6.260547429892723, 'lng': 106.8140424701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Edwin's Gallery,ChIJp1rXDCH0aS4RJO0feDpGUrA,4.6,ChIJp1rXDCH0aS4RJO0feDpGUrA,GOOGLE,"['art_gallery', 'tourist_attraction', 'point_of_interest', 'establishment']",209,"No Jl. Kemang Raya No.21, RT.6/RW.1, Bangka, Kota Jakarta Selatan",,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102651424393721496308"">Yosef Pradibto</a>'], 'photo_reference': 'AZose0ngmB1YS6moaV19BHCQeVzTh6zPQIsgGVCGmDW3plPd05NZXYk7oYiXdPL7dBn0INbfm1iTeyu21IjaWPRz9wt_4Gu9m4M34JSB4kDfrpK9uYRYHf1hSJP8mLuiPjwvIR5XoRhPE5wPiGdmHF6ZRfom3ETVMM8vo38D6t56Wktv-8OG', 'width': 4032}]","{'compound_code': 'PRR8+85 Bangka, South Jakarta City, Jakarta', 'global_code': '6P58PRR8+85'}",True
OPERATIONAL,"{'location': {'lat': -6.252803, 'lng': 106.8205636}, 'viewport': {'northeast': {'lat': -6.251503020107277, 'lng': 106.8219147298927}, 'southwest': {'lat': -6.254202679892721, 'lng': 106.8192150701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/movie_pinlet,Udin Bram Colection,ChIJJyxPJOfzaS4RARxkYRVjgyI,5.0,ChIJJyxPJOfzaS4RARxkYRVjgyI,GOOGLE,"['movie_theater', 'point_of_interest', 'establishment']",2,"udin bram, Jl. Balok No.63, RT.7/RW.10, Pela Mampang, Kota Jakarta Selatan",{'open_now': True},"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104580506094301678203"">Rizal Mantopani</a>'], 'photo_reference': 'AZose0kJRr05RZGM4n7HznymT7skPDx-Q55gWe6v0mkd8AWIe7-3x6cCep4t8ChtwKN_2PY4wCB_C4zaTmZg1VWoV_Ks1_2ApZNGFewCdF-JqSYyhnRHA9swPSZeHUEE8wJVtTXOsQhiZhfXDabMOsKn_CPpn76fH76cSvbxyi2fg1uuTwev', 'width': 2448}]","{'compound_code': 'PRWC+V6 Pela Mampang, South Jakarta City, Jakarta', 'global_code': '6P58PRWC+V6'}",
OPERATIONAL,"{'location': {'lat': -6.2603218, 'lng': 106.8124898}, 'viewport': {'northeast': {'lat': -6.258961670107278, 'lng': 106.8138711298927}, 'southwest': {'lat': -6.261661329892722, 'lng': 106.8111714701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/movie_pinlet,Cinema XXI KEMANG VILLAGE,ChIJ49fQY_7xaS4R35Sf6y7JWVU,4.6,ChIJ49fQY_7xaS4R35Sf6y7JWVU,GOOGLE,"['movie_theater', 'point_of_interest', 'establishment']",5,"Jl. Kemang Village Drive No.36, RT.11/RW.5, Bangka, Kota Jakarta Selatan",,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105749910595605756717"">Suyandi Liyis</a>'], 'photo_reference': 'AZose0mTOsK370hrpUVkR58QdRcxDDUhVu-BTaI0nS7IThL8-G94tTG9ZgixHWyuQjVvQe1ew7qme3gXbguGlMvNYHEMhuoGYxb_LrTmwIq_yV9eD0JgCQ21uHL8oLyveY7mDsmh47bomRaC2COliEBH7IJL_u_Pe_V0OsDxyemoXUIptmCO', 'width': 4000}]","{'compound_code': 'PRQ6+VX Bangka, South Jakarta City, Jakarta', 'global_code': '6P58PRQ6+VX'}",
OPERATIONAL,"{'location': {'lat': -6.265818599999999, 'lng': 106.8201066}, 'viewport': {'northeast': {'lat': -6.264465170107279, 'lng': 106.8214400298927}, 'southwest': {'lat': -6.267164829892723, 'lng': 106.8187403701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/movie_pinlet,Cine Space,ChIJ8U0gbM7zaS4RMFy8SGRntw8,5.0,ChIJ8U0gbM7zaS4RMFy8SGRntw8,GOOGLE,"['movie_theater', 'point_of_interest', 'establishment']",1,"Jl. Kemang Selatan I No.38, RT.5/RW.3, Bangka, Kota Jakarta Selatan",,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104743485074006605735"">an&#39;amta fahru</a>'], 'photo_reference': 'AZose0l06jK36aXuEtZsK6HgiKlTpUPnGy1QJs1O9socJIR4PVTS9tQZkbWApbiRKAOztyHKwVrMhcmxHDEcjMMSFhbgP53MDx3-5QFu2TdxjXyavRcfDwkjqY3z9QQcL5PjO7aTO5wsoevnsz67s1URj3w-qLhHjc5K7ixSdG-MHubKMNJD', 'width': 1200}]","{'compound_code': 'PRMC+M2 Bangka, South Jakarta City, Jakarta', 'global_code': '6P58PRMC+M2'}",
OPERATIONAL,"{'location': {'lat': -6.301919, 'lng': 106.8391816}, 'viewport': {'northeast': {'lat': -6.300840820107277, 'lng': 106.8405079298927}, 'southwest': {'lat': -6.303540479892721, 'lng': 106.8378082701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Tanjung Park,ChIJ65Ff7fTtaS4RFfCdstanfKQ,4.4,ChIJ65Ff7fTtaS4RFfCdstanfKQ,GOOGLE,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",1111,"Jl. TB Simatupang No.111, RT.1/RW.8, Ps. Minggu, Kota Jakarta Selatan",{'open_now': True},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114239099256465284906"">Maulana Syarif</a>'], 'photo_reference': 'AZose0nA1J2e_H-S4k7Vtju6Ij4WREmbbUlnPYjoXnkYu_c8eMvedncuqwiifbMfyOte50pctwW5azIx7SBobl1w7vBrvvYAAHAIf-_Ojbic2voCKmgc69nlGgOAfWYD-3h5VjDNtJuZYQYk22o9b-YdX7U0hvPfbvTJw7_78ImmtD6ku4ug', 'width': 2448}]","{'compound_code': 'MRXQ+6M Pasar Minggu, South Jakarta City, Jakarta', 'global_code': '6P58MRXQ+6M'}",
OPERATIONAL,"{'location': {'lat': -6.3059635, 'lng': 106.8324509}, 'viewport': {'northeast': {'lat': -6.304624470107278, 'lng': 106.8335117298927}, 'southwest': {'lat': -6.307324129892722, 'lng': 106.8308120701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Sepat,ChIJR1-O4fDtaS4RvvkqoHT1h_I,4.4,ChIJR1-O4fDtaS4RvvkqoHT1h_I,GOOGLE,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",1745,"Jl. Sepat I No.68, RT.1/RW.6, Kebagusan, Kota Jakarta Selatan",{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103146349993734902165"">imd achmad</a>'], 'photo_reference': 'AZose0mU_v3qPaCwXlhui3LVws1RVs7NZjXri9qrrF99OzREXgApgtcQMmEpA1AMpmvwVKs8B_A2GMjpTqP76Tk99p9Z_PC8khZ-5qbGFqib0brpwqm3ctdl7iyJw9XjUEU452wNmYfRbk71W6SXPKLzGWHdzyJuLnoSmKQ89aLdfJjuApXw', 'width': 4160}]","{'compound_code': 'MRVJ+JX Kebagusan, South Jakarta City, Jakarta', 'global_code': '6P58MRVJ+JX'}",
OPERATIONAL,"{'location': {'lat': -6.3018412, 'lng': 106.8350631}, 'viewport': {'northeast': {'lat': -6.300523270107278, 'lng': 106.8363995798927}, 'southwest': {'lat': -6.303222929892722, 'lng': 106.8336999201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nusa Edu Park by AAI,ChIJA88YzETtaS4RiGWNWLYqQgo,5.0,ChIJA88YzETtaS4RiGWNWLYqQgo,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"Jl. Assakinah III No.3, RT.2/RW.2, Kebagusan, South Jakarta City",{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104314802393013099893"">Yos Sudarso</a>'], 'photo_reference': 'AZose0k0gGljohYlbE7Yi672JT_qQN1YDLow00TH-W5L8DFToG2uaH9XYZKj3hbteO4EjcpbArnc--YRNIUOfVJXVhYi5B_HyOMBYwK8jvI8HiYcq3BlSt-C_StSiT852HUABJyVlhsY3i8JOJ3YCGoH3IorGdsU9GohsLxUrjEmCoffzukO', 'width': 4608}]","{'compound_code': 'MRXP+72 Kebagusan, South Jakarta City, Jakarta', 'global_code': '6P58MRXP+72'}",
CLOSED_TEMPORARILY,"{'location': {'lat': -6.303424, 'lng': 106.846418}, 'viewport': {'northeast': {'lat': -6.302116970107278, 'lng': 106.8477936298927}, 'southwest': {'lat': -6.304816629892722, 'lng': 106.8450939701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,G'Donk Betawi Aquarium,ChIJN6jS94vtaS4Rx2vAobH3b_w,4.6,ChIJN6jS94vtaS4Rx2vAobH3b_w,GOOGLE,"['aquarium', 'point_of_interest', 'establishment']",10,"No. Jagakarsa, Jl. Nangka Raya No.4, RT.7/RW.5, Tj. Bar., Kota Jakarta Selatan",,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101233520174630602456"">Rahman Dylan</a>'], 'photo_reference': 'AZose0nf9dxf-cH617rTr4rFnHjoytjJv8gyG2YmIAlPmk1ha4Oeh_mZmkCjZAsYTtJImikGfeWyF65OrbuwshRI70KgvlNH-h1PkXcRMwBFtmtgZn8egu-yGeqUBxi6S03v1I84TNtHai2Op5jK-8KtTGO_1l-15sLLoe2sjiSVAQZqyo0V', 'width': 1920}]","{'compound_code': 'MRWW+JH West Tanjung, South Jakarta City, Jakarta', 'global_code': '6P58MRWW+JH'}",True
OPERATIONAL,"{'location': {'lat': -6.2870656, 'lng': 106.85044}, 'viewport': {'northeast': {'lat': -6.285714020107278, 'lng': 106.8518786798927}, 'southwest': {'lat': -6.288413679892722, 'lng': 106.8491790201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Cagar Buah Condet,ChIJaS2n2G_yaS4Rpfsfm_jMfSo,4.5,ChIJaS2n2G_yaS4Rpfsfm_jMfSo,GOOGLE,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",64,"Jl. Kayu Manis No.3, RT.7/RW.5, Balekambang, Kota Jakarta Timur",,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103161547389295272684"">Agata Eta</a>'], 'photo_reference': 'AZose0mN0fR95YdZJSalScPa3v-RoB96pPvfyeFSlQHUcm21luXCNbar3qE46TBAfMiw6VNk7aHUSu0EYo0W4Ei4PzOg-P-QBuLsfLYHLHUWeMWuoiA6YB9_azR1wKa0rMVhCvJpTfNGwsYANVFUabMD3P2F8e4TFk5ef-FQi_vtRV_jS72N', 'width': 4000}]","{'compound_code': 'PV72+55 Bale Kambang, East Jakarta City, Jakarta', 'global_code': '6P58PV72+55'}",
