business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,rating,reference,scope,types,user_ratings_total,vicinity,plus_code,photos,price_level
OPERATIONAL,"{'location': {'lat': -6.2191553, 'lng': 106.8145351}, 'viewport': {'northeast': {'lat': -6.217996070107278, 'lng': 106.8157826298927}, 'southwest': {'lat': -6.220695729892721, 'lng': 106.8130829701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Plaza Semanggi Lobby Utara,{'open_now': True},ChIJtwd8a6DxaS4RKSqgClYkcaI,4.4,ChIJtwd8a6DxaS4RKSqgClYkcaI,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",507,"QRJ7+8RM, RT.1/RW.4, Karet Semanggi, South Jakarta City",,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100318386946888945117"">yana lestari</a>'], 'photo_reference': 'AZose0nG-zeXBTwVvSymSULBjI2y7zW96fgr6OA0EkDJHk-SoXRaWQukMPlu5mrAWfDLkaWYo37hqrjwzs9JTGwNBWksr1rsF2bJExKXoiGymJPLRVq1JG_JcFv23sVAhElghE_QMiJfxmjvOojUZmF3SOmSDFt3x0sBoXV0s05V0XiYPrk_', 'width': 4000}]",
OPERATIONAL,"{'location': {'lat': -6.2198948, 'lng': 106.8151366}, 'viewport': {'northeast': {'lat': -6.218620320107277, 'lng': 106.8163945798927}, 'southwest': {'lat': -6.221319979892721, 'lng': 106.8136949201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,mr diy,{'open_now': True},ChIJNcUMqD3xaS4RPwW8zk-MzpA,5.0,ChIJNcUMqD3xaS4RPwW8zk-MzpA,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",1,"QRJ8+23R, Unnamed Road, RT.1/RW.4, Karet Semanggi, Kota Jakarta Selatan",,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107026708179705773213"">A Google User</a>'], 'photo_reference': 'AZose0kNaeuSQlnH6kp9Q-GGTsg1qmjtWAOBm0Q1g9KI1ApeUoXEMks0jxjhgbzGkWKMk_ODT47wULmtkQEtqkVDfzAx_dvmzp03AbFeBbboKGqw2OFFIUv0zB-YG8vJQDu6Ue0fJn8T0HU40GTXAqok-mKgMQouHozMRwx_rzcAXXjwk3Pc', 'width': 3120}]",
OPERATIONAL,"{'location': {'lat': -6.224337299999999, 'lng': 106.8231954}, 'viewport': {'northeast': {'lat': -6.222655220107278, 'lng': 106.8248723798927}, 'southwest': {'lat': -6.225354879892722, 'lng': 106.8221727201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Ciputra World Jakarta,{'open_now': True},ChIJbXSeifzzaS4RVZD_hPMLAEw,4.7,ChIJbXSeifzzaS4RVZD_hPMLAEw,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",4219,"QRGF+778, RT.18/RW.4, Kuningan, Karet Kuningan, South Jakarta City",,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106970843926553143256"">Phopthakorn Donlaponnithi</a>'], 'photo_reference': 'AZose0mqqQOBBxt36cImTKa3-tuWioPII6qUW-HrNo4frwCo5t8TwoHm_0JLTlGCtN17PxJBhR-PCMawB3k8dWrYKXERiW99WnS_yT--c_duFTFZH8gU4p-dw1kGx1BfYeWeV_gA2I6sQutrWHuJgR9J50pjvU2oAg06QCoY-WNs3_ZcoqxM', 'width': 4096}]",
OPERATIONAL,"{'location': {'lat': -6.2243283, 'lng': 106.8232554}, 'viewport': {'northeast': {'lat': -6.222634420107278, 'lng': 106.8247027798927}, 'southwest': {'lat': -6.225334079892722, 'lng': 106.8220031201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,KYRA Lotte Shopping Avenue,{'open_now': True},ChIJN8q0lPvzaS4RNo-kEQjrdk4,4.7,ChIJN8q0lPvzaS4RNo-kEQjrdk4,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",147,"Jl. Prof. DR. Satrio No.18, RT.18/RW.4, Kuningan, Karet Kuningan, Kota Jakarta Selatan","{'compound_code': 'QRGF+78 Karet Kuningan, South Jakarta City, Jakarta', 'global_code': '6P58QRGF+78'}","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111979958886754909063"">parwanto wawa</a>'], 'photo_reference': 'AZose0lQXCvIDdJlYFBiHmTKT77r1R563rX-4ptUqupoREkia50vxCLtWlpGVXveGpydo9T2j_WwizdSsBAFuGBSET5CebTFau_JACsSai89yt1o2AZZruC4n5-d4x5ZR5y-iYtCVTEPX1-06XHJFumVQIkK7eAeKXJlVC29xQuJgzMOPE7P', 'width': 4032}]",
OPERATIONAL,"{'location': {'lat': -6.224465599999999, 'lng': 106.8228743}, 'viewport': {'northeast': {'lat': -6.222591070107279, 'lng': 106.8244068798927}, 'southwest': {'lat': -6.225290729892722, 'lng': 106.8217072201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Lotte Mall Jakarta,{'open_now': True},ChIJOeLcJlzzaS4RcJeL2nUxMug,4.6,ChIJOeLcJlzzaS4RcJeL2nUxMug,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",45751,"Jl. Prof. DR. Satrio No.Kav 3-5, Kuningan, Karet Kuningan, Kota Jakarta Selatan","{'compound_code': 'QRGF+64 Karet Kuningan, South Jakarta City, Jakarta', 'global_code': '6P58QRGF+64'}","[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107758099870276106815"">Suryadi Hertanto</a>'], 'photo_reference': 'AZose0miJVt0oVaAMtIzShXqTi--MEWrgIfvgZOFh32D1D4xo7ohLuYr9dC-s_GC4eNYH2jQXw0Uw6lhmRGx3a8q03_fiDdXDRfhT6VKMWSgej8_XlOHJq4fv1_skLI5udHs4mP0aEbL2IQgTRfZ2QvWSpgrV_x6sVJzR9QllHaWi9QWgnDW', 'width': 4000}]",
OPERATIONAL,"{'location': {'lat': -6.217096199999999, 'lng': 106.8161704}, 'viewport': {'northeast': {'lat': -6.215655620107278, 'lng': 106.8175061298927}, 'southwest': {'lat': -6.218355279892722, 'lng': 106.8148064701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Exspon Petrogas,{'open_now': True},ChIJ2xAHyar2aS4R9NTBjWkvo7Y,4.5,ChIJ2xAHyar2aS4R9NTBjWkvo7Y,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",2,"Graha Niaga Lantai 16, JL Jendral Sudirman, Kav 58 SCBD 5, RT.5/RW.4, Karet Semanggi, Kota Jakarta Selatan","{'compound_code': 'QRM8+5F Karet Semanggi, South Jakarta City, Jakarta', 'global_code': '6P58QRM8+5F'}",,
OPERATIONAL,"{'location': {'lat': -6.219824699999999, 'lng': 106.8142547}, 'viewport': {'northeast': {'lat': -6.218435270107277, 'lng': 106.8154747798927}, 'southwest': {'lat': -6.221134929892721, 'lng': 106.8127751201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,The Tonne,{'open_now': True},ChIJkah2jRz0aS4R9DUnyt2v2I8,3.0,ChIJkah2jRz0aS4R9DUnyt2v2I8,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",1,"Plaza Semanggi, Lantai G No. 25, JL Jenderal Sudirman, RT.3/RW.3, Kuningan, Setia Budi, Kota Jakarta Selatan","{'compound_code': 'QRJ7+3P Setia Budi, South Jakarta City, Jakarta', 'global_code': '6P58QRJ7+3P'}",,
OPERATIONAL,"{'location': {'lat': -6.2210778, 'lng': 106.8324111}, 'viewport': {'northeast': {'lat': -6.219403970107279, 'lng': 106.8338938798927}, 'southwest': {'lat': -6.222103629892723, 'lng': 106.8311942201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Plaza Festival Mall Kuningan,{'open_now': True},ChIJ_T7O3fbzaS4RGHosyOYwaOo,4.4,ChIJ_T7O3fbzaS4RGHosyOYwaOo,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",24169,"Jl. H. R. Rasuna Said No.2, RW.5, Karet Kuningan, Kota Jakarta Selatan","{'compound_code': 'QRHJ+HX Karet Kuningan, South Jakarta City, Jakarta', 'global_code': '6P58QRHJ+HX'}","[{'height': 1664, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104938720831899616561"">A. Hanief AN</a>'], 'photo_reference': 'AZose0nmDiWA173Wt7uAB5eJyDHAWEWJh0ClYMgYRQzEVBrLaA2Sfqs345RQkO2BAiXdwaWmPY5r9sNpzlDojH269mSx6Ak8IR8Xg0Yi2Cuh4tHsUovNucmeHF9Z5WsDIriJzocjgIVZH_iFwx4xMeWaFS_X3loMwx_te5fyJt42h2Z652eh', 'width': 2496}]",
OPERATIONAL,"{'location': {'lat': -6.2152901, 'lng': 106.8302148}, 'viewport': {'northeast': {'lat': -6.213936520107278, 'lng': 106.8316221798927}, 'southwest': {'lat': -6.216636179892721, 'lng': 106.8289225201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Warung Pak Joni,{'open_now': True},ChIJO0buBxz1aS4RA44tCSfoPnw,4.5,ChIJO0buBxz1aS4RA44tCSfoPnw,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",2,"Jalan kisyarim rt 15/005, gg,cemara 1 No.,17, pondok jagung","{'compound_code': 'QRMJ+V3 Karet Kuningan, South Jakarta City, Jakarta', 'global_code': '6P58QRMJ+V3'}","[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116630056475465846223"">Kopi Hitam</a>'], 'photo_reference': 'AZose0lU9qxWZ3XHmw8IzEPFwT3P0AIBzYPI0oF7CfrbS8uptzUwx4OdmqqkI6x_YX6EmcY6bp8wQ8UnZtSsWWdD_nV7Mf0-gJ_iwQEhhulRDIGD7dIeUHWjGIVA2Z7HnLhPO2gMar_muS81T-EWgAL5avgBMtMNyVJaGMzXgyPW6Q9DspNY', 'width': 1280}]",
OPERATIONAL,"{'location': {'lat': -6.215327200000001, 'lng': 106.8202949}, 'viewport': {'northeast': {'lat': -6.214064070107279, 'lng': 106.8215666798927}, 'southwest': {'lat': -6.216763729892723, 'lng': 106.8188670201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,PT. PRANACIPTA ARCHIGRAMA,{'open_now': True},ChIJzzAYUQD0aS4R2mLR_C2A6Mw,5.0,ChIJzzAYUQD0aS4R2mLR_C2A6Mw,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",1,"QRMC+V4G, World Trade Center, RT.8/RW.3, Kuningan, Karet Kuningan, Kota Jakarta Selatan",,,
OPERATIONAL,"{'location': {'lat': -6.218126799999999, 'lng': 106.8285398}, 'viewport': {'northeast': {'lat': -6.216773620107278, 'lng': 106.8298460298927}, 'southwest': {'lat': -6.219473279892722, 'lng': 106.8271463701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,BONSAW CELL,{'open_now': True},ChIJcRVzFPjzaS4RWGZzB7LAg8E,5.0,ChIJcRVzFPjzaS4RWGZzB7LAg8E,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",1,"Jl. Perbanas No.16, RW.7, Kuningan, Karet Kuningan, Kota Jakarta Selatan","{'compound_code': 'QRJH+PC Karet Kuningan, South Jakarta City, Jakarta', 'global_code': '6P58QRJH+PC'}",,
OPERATIONAL,"{'location': {'lat': -6.2165788, 'lng': 106.8288808}, 'viewport': {'northeast': {'lat': -6.215229570107278, 'lng': 106.8301440298927}, 'southwest': {'lat': -6.217929229892722, 'lng': 106.8274443701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Transit Panlov,{'open_now': False},ChIJRcca_br1aS4Rid60K82oyPE,5.0,ChIJRcca_br1aS4Rid60K82oyPE,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",2,"QRMH+9H6, RT.6/RW.7, Kuningan, Karet Kuningan, South Jakarta City",,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106683506740375043304"">Mustofa Opec</a>'], 'photo_reference': 'AZose0nDKajJm4A7uQrN76tS-UDtrTxcYR7AfRGXNtW5GLq3JTxm1KyPIFDJI_kAxLH_3vkwLor3AUifqpPU4yQTsRHIWxOcbIa9dhlJ0VjLl2R02XEXsRR137qElU94ilqj6jqkLe04CRajcjiv29hzRq4xRJH8GqKLMEIwcWbHGhKVuE0l', 'width': 576}]",
OPERATIONAL,"{'location': {'lat': -6.218104900000001, 'lng': 106.8353742}, 'viewport': {'northeast': {'lat': -6.216755070107278, 'lng': 106.8367240298927}, 'southwest': {'lat': -6.219454729892722, 'lng': 106.8340243701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Epiwalk Mall,{'open_now': True},ChIJ327lMQj0aS4RsdhZQdxirzs,4.4,ChIJ327lMQj0aS4RsdhZQdxirzs,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",4022,"Jl. H. R. Rasuna Said Jl. Epicentrum Sel., Karet Kuningan, Kota Jakarta Selatan","{'compound_code': 'QRJP+Q4 Karet Kuningan, South Jakarta City, Jakarta', 'global_code': '6P58QRJP+Q4'}","[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100173722046272295586"">Velynia Aviera</a>'], 'photo_reference': 'AZose0lqeMmVs2IF2RZ4t8KqEhw5nnoAf0fLCMPvDlrMugP_TOIlbZT3SQv4vegIofLR3cI5SPVi0Rs6SNsicBFtBoXMxAPPlQW3xdbrrMax2HsoNEPNBlO3iAyQpS8zXylimZZbI_0LqlxP7cc8hpXbjqnURgHChLxTAPJ0RibGnMGGBC3r', 'width': 4032}]",
OPERATIONAL,"{'location': {'lat': -6.2165857, 'lng': 106.8354192}, 'viewport': {'northeast': {'lat': -6.215254220107278, 'lng': 106.8368088798927}, 'southwest': {'lat': -6.217953879892722, 'lng': 106.8341092201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Epicentrum Mall,,ChIJ26sENGnzaS4Rv3wqUXwbdoU,4.5,ChIJ26sENGnzaS4Rv3wqUXwbdoU,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",340,"Jl. Epicentrum Boulevard Bar. No.2, RT.2/RW.5, Karet Kuningan, Kota Jakarta Selatan","{'compound_code': 'QRMP+95 Karet Kuningan, South Jakarta City, Jakarta', 'global_code': '6P58QRMP+95'}","[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117370707448414101019"">JJ Com</a>'], 'photo_reference': 'AZose0lw0wYpsaUBnCyXUYax2axjO_K_5gwGbzpvnmWF4zxGQZ7ql7_4m9xh9YdgLxZyJkmnrBM6-SvBRWrO7ZeEfmn3fAHvTDPGQvV7P71IhpjnEEeBlexTg4dZLnbG1ikmhWVgZbJcW2TJ-AXn52ExKO7IM3zolz-chutV6HFzHam31OHU', 'width': 4000}]",
OPERATIONAL,"{'location': {'lat': -6.218900199999999, 'lng': 106.8398113}, 'viewport': {'northeast': {'lat': -6.217553320107279, 'lng': 106.8411836798927}, 'southwest': {'lat': -6.220252979892723, 'lng': 106.8384840201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Jasa Admin Official Store Marketplace,{'open_now': True},ChIJJUPiNj_zaS4RNrnFTToXdF0,5.0,ChIJJUPiNj_zaS4RNrnFTToXdF0,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",1,"QRJQ+CWP, RT.3/RW.13, Menteng Atas, South Jakarta City",,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103196493829271417695"">A Google User</a>'], 'photo_reference': 'AZose0le_FI3uWTxxrwdeArTnJqKRFVil53A6urD_YuYByb7W1Po8EPdfa7dlH_Y0s_av-2GLehybselRpD2Nb0t4X3chQTt04OLGKnLmau6LnTEy0l-ajGeUvCbyG4o0Hwja3iu9qB6zcJ1arHyppzoeIFCG903cEHmhLWmfX59l3ikk2U6', 'width': 1080}]",
OPERATIONAL,"{'location': {'lat': -6.2146627, 'lng': 106.8431565}, 'viewport': {'northeast': {'lat': -6.213268470107278, 'lng': 106.8445296298927}, 'southwest': {'lat': -6.215968129892722, 'lng': 106.8418299701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Rizky cakwe,{'open_now': True},ChIJKfP-HjL1aS4RyG0P-UiemfA,5.0,ChIJKfP-HjL1aS4RyG0P-UiemfA,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",1,"QRPV+47M, Jl. Minangkabau Dalam II, RT.1/RW.14, Menteng Atas, Kota Jakarta Selatan",,"[{'height': 1932, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113029009013652575234"">Putra Sumedang</a>'], 'photo_reference': 'AZose0kCshdNsICiMJwlQKA8Mk41aRkgfnA3yYyGQDrmf_mgUA9QiQ3uhx7koCM5VnvwyE9h0isbFWGUlwhE6VrB1rdvuvAc5IZYSNWugrv52WWj4t-85-cqm_GUrvitS4pn3o-Hg4Jy91qvfTRyotKg19NgmmWljXCzm6gOH8kRr6d1G0aw', 'width': 2576}]",
OPERATIONAL,"{'location': {'lat': -6.2177915, 'lng': 106.8353031}, 'viewport': {'northeast': {'lat': -6.216441670107277, 'lng': 106.8366529298927}, 'southwest': {'lat': -6.219141329892721, 'lng': 106.8339532701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Sogi Online,{'open_now': True},ChIJiw5mTcTzaS4R2-GiF1vpCsk,5.0,ChIJiw5mTcTzaS4R2-GiF1vpCsk,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",10,"Epicentrum Walk 3rd - A306-A307, Kawasan, Jl. Taman Rasuna Selatan, RT.2/RW.5, Kuningan, Karet Kuningan, Kota Jakarta Selatan","{'compound_code': 'QRJP+V4 Karet Kuningan, South Jakarta City, Jakarta', 'global_code': '6P58QRJP+V4'}","[{'height': 470, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103718999924405371676"">A Google User</a>'], 'photo_reference': 'AZose0mFhrABt8mLKTbRuz4OHmm7iyUCJgDD28mQglXHdM6CSMKG229k--2pA_vG9I0rjwnfh9B7bNut2BwuS2IBldjghYbP4oeYIvGb5RSNDgqW0LqAsjhpuBBVvNToBGrYAbZIyu_B13aB19C9sxPB9sQmYf-bQseq08d9yFUbvEyozrbb', 'width': 800}]",
OPERATIONAL,"{'location': {'lat': -6.213013399999999, 'lng': 106.8430683}, 'viewport': {'northeast': {'lat': -6.211672870107278, 'lng': 106.8444458798927}, 'southwest': {'lat': -6.214372529892722, 'lng': 106.8417462201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Xyn Official Store,{'open_now': True},ChIJKcDam3yPaS4RYu-pWtig_GI,5.0,ChIJKcDam3yPaS4RYu-pWtig_GI,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",7,"Pasar Manggis, South Jakarta City","{'compound_code': 'QRPV+Q6 Pasar Manggis, South Jakarta City, Jakarta', 'global_code': '6P58QRPV+Q6'}","[{'height': 1112, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102163335607084909053"">A Google User</a>'], 'photo_reference': 'AZose0k-n_1ReZTA5A69RKHafjMz6n6ypnOy5G7aZcBESPcEHtXmuNuA4mp4fWbnkhdFGPbZASJkBZwJSmgS3z1QJ_WHTDiqJLro-Kc7evBGZY8frTB8rqV9GDD3rfUyioDri9KlYPFbwQZCXhNSvgRaHQ56ms0nY1CvAwEvi9bo05crqey0', 'width': 1125}]",
OPERATIONAL,"{'location': {'lat': -6.2124361, 'lng': 106.8417915}, 'viewport': {'northeast': {'lat': -6.211075670107278, 'lng': 106.8431431298927}, 'southwest': {'lat': -6.213775329892722, 'lng': 106.8404434701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Dhara's Shop,{'open_now': True},ChIJAwCws3T0aS4RiEMah8eXNuU,5.0,ChIJAwCws3T0aS4RiEMah8eXNuU,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",3,"Jl. Menteng Granit No.24A, RT.1/RW.9, Ps. Manggis, Kota Jakarta Selatan","{'compound_code': 'QRQR+2P Pasar Manggis, South Jakarta City, Jakarta', 'global_code': '6P58QRQR+2P'}",,
OPERATIONAL,"{'location': {'lat': -6.215094100000001, 'lng': 106.8435518}, 'viewport': {'northeast': {'lat': -6.213767970107277, 'lng': 106.8448394798927}, 'southwest': {'lat': -6.216467629892721, 'lng': 106.8421398201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Fiqsel com,{'open_now': True},ChIJjXue_QH1aS4RJSCH4SQSY5k,5.0,ChIJjXue_QH1aS4RJSCH4SQSY5k,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",3,"Jl. Minangkabau Timur No.96 1 7, RT.1/RW.7, Ps. Manggis, Kota Jakarta Selatan","{'compound_code': 'QRMV+XC Pasar Manggis, South Jakarta City, Jakarta', 'global_code': '6P58QRMV+XC'}","[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110565904510773663609"">Printer Jakarta</a>'], 'photo_reference': 'AZose0mvjilqbYI2yPVkGj9CrYF42BRgQhaNrDdoVYA2m3JdEcCwLJuerahRMYdmsLkVkoCkTEeASXWwjnl4CACZ9iYgR5sxle57lOiwzKfaYJ7apF8gIjcKacX9ppBX2vzVWMQG3-JmzFYPnChWSnFv1N62k3JmQf-gjjySCqEmeds2O4qD', 'width': 541}]",
OPERATIONAL,"{'location': {'lat': -6.235627699999999, 'lng': 106.8192463}, 'viewport': {'northeast': {'lat': -6.234277170107278, 'lng': 106.8205714298927}, 'southwest': {'lat': -6.236976829892722, 'lng': 106.8178717701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Poncol 44,{'open_now': True},ChIJ7cpyNEDzaS4RueypWVN6EU0,5.0,ChIJ7cpyNEDzaS4RueypWVN6EU0,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",2,"Jl. Poncol Jaya No.44, RT.12/RW.4, Kuningan Bar., Kota Jakarta Selatan","{'compound_code': 'QR79+PM West Kuningan, South Jakarta City, Jakarta', 'global_code': '6P58QR79+PM'}","[{'height': 9248, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101202043394803337038"">A Google User</a>'], 'photo_reference': 'AZose0kDmyxApV0uPb0P2AQuDHwg26-SkdyMK9--eSu5sWb5Q6CUzFjpvvmIHisSqXQtIvyNijX0T2MC0s338JNX9Bb4g1smHUWhw2jhepWiz5wDunogbUcEGX6r1xpSqwyamXJt2tOeoig3Mp0oOHfCOiKxGUSKNKiMIGTZDrSzMl3HVOI-', 'width': 6936}]",
OPERATIONAL,"{'location': {'lat': -6.223386199999999, 'lng': 106.826592}, 'viewport': {'northeast': {'lat': -6.222555120107279, 'lng': 106.8282550798927}, 'southwest': {'lat': -6.225254779892722, 'lng': 106.8255554201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Mal Ambasador,{'open_now': True},ChIJlyfB6fvzaS4R_eJ6D4fj-g8,4.4,ChIJlyfB6fvzaS4R_eJ6D4fj-g8,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",35364,"Jl. Prof. DR. Satrio, RT.5/RW.2, Kuningan, Karet Kuningan, Kota Jakarta Selatan","{'compound_code': 'QRGG+JJ Karet Kuningan, South Jakarta City, Jakarta', 'global_code': '6P58QRGG+JJ'}","[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102595923445495195978"">Alung Ng</a>'], 'photo_reference': 'AZose0mknVKBueFbhAU_7E89ycoCNXB2LNFV3kaDy05tDjKZwO8W7bv7fS3LeHHHxb001FuuTayT-M0B50II6sa4Vr3odJCOFD5Lg-Tvh1R9pzBkOQVycpgoiEn9j_1YbEuE2lpsi_Vc4JLy_z9DOtBetjeW77XVP_1-IJY-jHk2_cWfxMYz', 'width': 3264}]",
OPERATIONAL,"{'location': {'lat': -6.223769700000001, 'lng': 106.8257603}, 'viewport': {'northeast': {'lat': -6.222441220107279, 'lng': 106.8268912298927}, 'southwest': {'lat': -6.225140879892723, 'lng': 106.8241915701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,ITC Kuningan,{'open_now': True},ChIJI-pMxPvzaS4Runndkkp4ghw,4.4,ChIJI-pMxPvzaS4Runndkkp4ghw,GOOGLE,"['shopping_mall', 'point_of_interest', 'establishment']",17397,"Jl. Prof. DR. Satrio No.18, RT.11/RW.4, Kuningan, Kota Jakarta Selatan","{'compound_code': 'QRGG+F8 Kuningan, Karet Kuningan, South Jakarta City, Jakarta', 'global_code': '6P58QRGG+F8'}","[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108348415427378685624"">A Google User</a>'], 'photo_reference': 'AZose0msONwVxQiMgo3PIGUUaa8NnftLO8TJwcrTGSDfRLcVBDtxBypXpXxD2HLns7Pv98dz4djhPAmb02pAfUP9hJs95-D0wr9rTafEni-Jrk2W0KrMEAvL32Cu7ic2TY3F6TZr09t-KH3zJ3RNLD6NwQ0jYg3aSNr-8bt06j40eQcS4bHt', 'width': 3264}]",
